COVID-19_Season,Week_ID,Current_Season_Week_Ending_Label,MMWR_Week_Order,MMWR_Year,MMWR_Week,MMWR_Day,Setting,Doses,Cumulative_Doses,Location_and_Flu_Season_Order,Current_Through,Age_Group,current_season,Month,Numerator,Population,Jurisdiction,Estimate,Age_group_label,Legend,Child or adult,Week Ending,Enrollment Date,As of date,Race and ethnicity,comparison_type,week_ending,current_season_week_ending_label,comparison_group_1,comparison_group_2,comparison_group1_point_estimate,comparison_group2_point_estimate,estimate_difference,difference_estimate_lower_95_ci,difference_estimate_upper_95_ci,significant_at_95_pct,comparison_group_1_sort_order,comparison_group_2_sort_order
,,,,,,,,,,,,,SEP,63.0,10382.0,Federated States of Micronesia,0.0061,13-17 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Federated States of Micronesia: 13-17 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,66.0,16061.0,Guam,0.0041,65+ years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Guam: 65+ years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Adult,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,67.0,22448.0,U.S. Virgin Islands ,0.003,50-64 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" U.S. Virgin Islands : 50-64 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Adult,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,68.0,149649.0,Mississippi,0.0005,5-8 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Mississippi: 5-8 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,70.0,15564.5,North Dakota,0.0045,6-23 months,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" North Dakota: 6-23 months""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,72.0,17706.0,South Dakota,0.0041,6-23 months,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" South Dakota: 6-23 months""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,75.0,34647.0,Federated States of Micronesia,0.0022,6 months to 17 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Federated States of Micronesia: 6 months to 17 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,79.0,32606.5,Idaho,0.0024,6-23 months,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Idaho: 6-23 months""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,83.0,6738.0,Marshall Islands,0.0123,5-8 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Marshall Islands: 5-8 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,85.0,79949.0,West Virginia,0.0011,5-8 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" West Virginia: 5-8 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,86.0,17119.5,Montana,0.005,6-23 months,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Montana: 6-23 months""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,92.0,8151.0,Marshall Islands,0.0113,13-17 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Marshall Islands: 13-17 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,92.0,33304.0,Delaware,0.0028,2-4 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Delaware: 2-4 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,92.0,36853.0,South Dakota,0.0025,2-4 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" South Dakota: 2-4 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,96.0,38687.0,Wyoming,0.0025,13-17 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Wyoming: 13-17 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,96.0,86184.0,Louisiana,0.0011,6-23 months,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Louisiana: 6-23 months""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,100.0,36075.0,N. Mariana Islands,0.0028,18+ years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" N. Mariana Islands: 18+ years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Adult,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,103.0,37112.0,Montana,0.0028,2-4 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Montana: 2-4 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,103.0,154434.0,Arkansas,0.0007,5-8 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Arkansas: 5-8 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,104.0,14422.0,Alaska,0.0072,6-23 months,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Alaska: 6-23 months""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,108.0,49666.0,Federated States of Micronesia,0.0022,18-49 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Federated States of Micronesia: 18-49 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Adult,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,109.0,32285.0,North Dakota,0.0034,2-4 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" North Dakota: 2-4 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,109.0,181154.0,Louisiana,0.0006,2-4 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Louisiana: 2-4 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,113.0,187055.0,Puerto Rico,0.0006,13-17 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Puerto Rico: 13-17 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,117.0,51467.5,N. Mariana Islands,0.0023,Overall,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" N. Mariana Islands: Overall""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",All,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,118.0,30474.0,Alaska,0.0039,2-4 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Alaska: 2-4 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,121.0,114544.0,Guam,0.0011,18+ years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Guam: 18+ years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Adult,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,124.0,80919.0,West Virginia,0.0015,9-12 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" West Virginia: 9-12 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,127.0,52373.0,Guam,0.0024,6 months to 17 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Guam: 6 months to 17 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,127.0,157912.0,Mississippi,0.0008,9-12 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Mississippi: 9-12 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,135.0,70468.0,Idaho,0.0019,2-4 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Idaho: 2-4 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,141.0,112689.0,Nevada,0.0013,2-4 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Nevada: 2-4 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,144.0,49273.0,South Dakota,0.0029,5-8 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" South Dakota: 5-8 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,150.0,42112.0,North Dakota,0.0036,5-8 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" North Dakota: 5-8 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,151.0,66724.0,Federated States of Micronesia,0.0023,18+ years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Federated States of Micronesia: 18+ years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Adult,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,167.0,129929.5,Wyoming,0.0013,6 months to 17 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Wyoming: 6 months to 17 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,172.0,48907.0,South Dakota,0.0035,9-12 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" South Dakota: 9-12 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,179.0,215130.0,Oklahoma,0.0008,5-8 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Oklahoma: 5-8 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,181.0,39611.0,North Dakota,0.0046,9-12 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" North Dakota: 9-12 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,185.0,41226.0,Alaska,0.0045,5-8 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Alaska: 5-8 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,188.0,157739.0,Arkansas,0.0012,9-12 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Arkansas: 9-12 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,189.0,45161.0,Delaware,0.0042,5-8 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Delaware: 5-8 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,190.0,553690.5,Puerto Rico,0.0003,6 months to 17 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Puerto Rico: 6 months to 17 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,194.0,51927.0,Montana,0.0037,5-8 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Montana: 5-8 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,204.0,20478.0,U.S. Virgin Islands ,0.01,65+ years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" U.S. Virgin Islands : 65+ years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Adult,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,208.0,52303.0,Montana,0.004,9-12 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Montana: 9-12 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,208.0,242051.0,Louisiana,0.0009,5-8 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Louisiana: 5-8 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,212.0,332603.0,Florida,0.0006,6-23 months,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Florida: 6-23 months""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,220.0,40264.0,Alaska,0.0055,9-12 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Alaska: 9-12 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,226.0,101371.0,Federated States of Micronesia,0.0022,Overall,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Federated States of Micronesia: Overall""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",All,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,235.0,99629.0,Idaho,0.0024,5-8 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Idaho: 5-8 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,239.0,72986.0,New Mexico,0.0033,2-4 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" New Mexico: 2-4 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,242.0,46331.0,Delaware,0.0052,9-12 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Delaware: 9-12 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,247.0,104247.0,West Virginia,0.0024,13-17 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" West Virginia: 13-17 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,248.0,166917.0,Guam,0.0015,Overall,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Guam: Overall""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",All,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,251.0,59835.0,South Dakota,0.0042,13-17 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" South Dakota: 13-17 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,260.0,46827.0,North Dakota,0.0056,13-17 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" North Dakota: 13-17 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,264.0,120410.5,Tennessee,0.0022,6-23 months,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Tennessee: 6-23 months""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,265.0,8232.0,Vermont,0.0322,6-23 months,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Vermont: 6-23 months""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,274.0,34451.0,New Mexico,0.008,6-23 months,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" New Mexico: 6-23 months""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,285.0,29342.0,Marshall Islands,0.0097,6 months to 17 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Marshall Islands: 6 months to 17 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,289.0,203909.0,Mississippi,0.0014,13-17 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Mississippi: 13-17 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,298.0,81507.0,U.S. Virgin Islands ,0.0037,18+ years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" U.S. Virgin Islands : 18+ years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Adult,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,299.0,105648.0,U.S. Virgin Islands ,0.0028,Overall,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" U.S. Virgin Islands : Overall""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",All,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,307.0,216150.0,Oklahoma,0.0014,9-12 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Oklahoma: 9-12 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,308.0,121631.0,Indiana,0.0025,6-23 months,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Indiana: 6-23 months""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,328.0,76871.0,Marshall Islands,0.0043,Overall,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Marshall Islands: Overall""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",All,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,330.0,104275.0,Idaho,0.0032,9-12 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Idaho: 9-12 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,330.0,241497.0,Louisiana,0.0014,9-12 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Louisiana: 9-12 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,349.0,38454.0,Maine,0.0091,2-4 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Maine: 2-4 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,349.0,59557.0,Philadelphia,0.0059,2-4 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Philadelphia: 2-4 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,349.0,65539.0,Montana,0.0053,13-17 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Montana: 13-17 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,357.0,47492.0,Alaska,0.0075,13-17 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Alaska: 13-17 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,361.0,55916.0,Iowa,0.0065,6-23 months,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Iowa: 6-23 months""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,365.0,18790.0,Maine,0.0194,6-23 months,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Maine: 6-23 months""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,367.0,30010.5,Philadelphia,0.0122,6-23 months,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Philadelphia: 6-23 months""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEP,374.0,155213.0,Nevada,0.0024,5-8 years,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""2024-25""""""""""""""""""""""""""""""",""""""""""""""""""""""""""""""" Nevada: 5-8 years""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Child,,,,,,,,,,,,,,,,,
