COVID-19_Season,Week_ID,Current_Season_Week_Ending_Label,MMWR_Week_Order,MMWR_Year,MMWR_Week,MMWR_Day,Setting,Doses,Cumulative_Doses,Location_and_Flu_Season_Order,Current_Through,Age_Group,current_season,Month,Numerator,Population,Jurisdiction,Estimate,Age_group_label,Legend,Child or adult,Week Ending,Enrollment Date,As of date,Race and ethnicity,comparison_type,week_ending,current_season_week_ending_label,comparison_group_1,comparison_group_2,comparison_group1_point_estimate,comparison_group2_point_estimate,estimate_difference,difference_estimate_lower_95_ci,difference_estimate_upper_95_ci,significant_at_95_pct,comparison_group_1_sort_order,comparison_group_2_sort_order
2024-2025,08/31/2024 12:00:00 AM,08/31/2024 12:00:00 AM,1.0,2024.0,35.0,6.0,Combined,432028.0,432028.0,19.0,01/25/2025 12:00:00 AM,65+,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,10/07/2023 12:00:00 AM,10/05/2024 12:00:00 AM,6.0,2023.0,40.0,6.0,Combined,924442.0,2117567.0,18.0,01/25/2025 12:00:00 AM,75+,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,04/06/2024 12:00:00 AM,04/05/2025 12:00:00 AM,33.0,2024.0,14.0,6.0,Combined,59738.0,15771566.0,18.0,01/25/2025 12:00:00 AM,18-64,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,11/04/2023 12:00:00 AM,11/02/2024 12:00:00 AM,10.0,2023.0,44.0,6.0,Combined,524581.0,5041631.0,18.0,01/25/2025 12:00:00 AM,75+,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,02/17/2024 12:00:00 AM,02/15/2025 12:00:00 AM,26.0,2024.0,7.0,6.0,Combined,77386.0,16444848.0,18.0,01/25/2025 12:00:00 AM,65+,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,08/03/2024 12:00:00 AM,08/02/2025 12:00:00 AM,50.0,2024.0,31.0,6.0,Combined,74143.0,35473772.0,18.0,01/25/2025 12:00:00 AM,18+,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,11/18/2023 12:00:00 AM,11/16/2024 12:00:00 AM,12.0,2023.0,46.0,6.0,Combined,441426.0,5251593.0,18.0,01/25/2025 12:00:00 AM,18-49,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,03/16/2024 12:00:00 AM,03/15/2025 12:00:00 AM,30.0,2024.0,11.0,6.0,Combined,287457.0,32490754.0,18.0,01/25/2025 12:00:00 AM,18+,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,03/09/2024 12:00:00 AM,03/08/2025 12:00:00 AM,29.0,2024.0,10.0,6.0,Combined,206963.0,32203297.0,18.0,01/25/2025 12:00:00 AM,18+,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,04/27/2024 12:00:00 AM,04/26/2025 12:00:00 AM,36.0,2024.0,17.0,6.0,Combined,18947.0,7794693.0,18.0,01/25/2025 12:00:00 AM,50-64,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,10/07/2023 12:00:00 AM,10/05/2024 12:00:00 AM,6.0,2023.0,40.0,6.0,Combined,1521669.0,3589775.0,18.0,01/25/2025 12:00:00 AM,18-64,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,12/09/2023 12:00:00 AM,12/07/2024 12:00:00 AM,15.0,2023.0,49.0,6.0,Combined,543999.0,12484374.0,18.0,01/25/2025 12:00:00 AM,18-64,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,02/17/2024 12:00:00 AM,02/15/2025 12:00:00 AM,26.0,2024.0,7.0,6.0,Combined,61027.0,12358589.0,18.0,01/25/2025 12:00:00 AM,60-74,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,06/29/2024 12:00:00 AM,06/28/2025 12:00:00 AM,45.0,2024.0,26.0,6.0,Combined,39722.0,16304238.0,18.0,01/25/2025 12:00:00 AM,18-64,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,08/03/2024 12:00:00 AM,08/02/2025 12:00:00 AM,50.0,2024.0,31.0,6.0,Combined,38279.0,18975331.0,18.0,01/25/2025 12:00:00 AM,65+,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,09/16/2023 12:00:00 AM,09/14/2024 12:00:00 AM,3.0,2023.0,37.0,6.0,Combined,22423.0,22423.0,18.0,01/25/2025 12:00:00 AM,18-49,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,02/17/2024 12:00:00 AM,02/15/2025 12:00:00 AM,26.0,2024.0,7.0,6.0,Combined,179752.0,31709379.0,18.0,01/25/2025 12:00:00 AM,18+,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,06/01/2024 12:00:00 AM,05/31/2025 12:00:00 AM,41.0,2024.0,22.0,6.0,Combined,73744.0,18443119.0,18.0,01/25/2025 12:00:00 AM,65+,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-2025,10/05/2024 12:00:00 AM,10/05/2024 12:00:00 AM,6.0,2024.0,40.0,6.0,Combined,1068862.0,5150086.0,19.0,01/25/2025 12:00:00 AM,60-74,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,05/18/2024 12:00:00 AM,05/17/2025 12:00:00 AM,39.0,2024.0,20.0,6.0,Combined,96915.0,18274875.0,18.0,01/25/2025 12:00:00 AM,65+,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,09/16/2023 12:00:00 AM,09/14/2024 12:00:00 AM,3.0,2023.0,37.0,6.0,Combined,28186.0,28186.0,18.0,01/25/2025 12:00:00 AM,60-74,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,10/14/2023 12:00:00 AM,10/12/2024 12:00:00 AM,7.0,2023.0,41.0,6.0,Combined,1918637.0,6675292.0,18.0,01/25/2025 12:00:00 AM,65+,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,05/04/2024 12:00:00 AM,05/03/2025 12:00:00 AM,37.0,2024.0,18.0,6.0,Combined,63288.0,13306048.0,18.0,01/25/2025 12:00:00 AM,60-74,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,05/04/2024 12:00:00 AM,05/03/2025 12:00:00 AM,37.0,2024.0,18.0,6.0,Combined,161182.0,34049504.0,18.0,01/25/2025 12:00:00 AM,18+,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,09/16/2023 12:00:00 AM,09/14/2024 12:00:00 AM,3.0,2023.0,37.0,6.0,Combined,75449.0,75449.0,18.0,01/25/2025 12:00:00 AM,18+,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,08/03/2024 12:00:00 AM,08/02/2025 12:00:00 AM,50.0,2024.0,31.0,6.0,Combined,26828.0,13851637.0,18.0,01/25/2025 12:00:00 AM,60-74,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,04/27/2024 12:00:00 AM,04/26/2025 12:00:00 AM,36.0,2024.0,17.0,6.0,Combined,94591.0,8211261.0,18.0,01/25/2025 12:00:00 AM,75+,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,07/20/2024 12:00:00 AM,07/19/2025 12:00:00 AM,48.0,2024.0,29.0,6.0,Combined,39897.0,13789073.0,18.0,01/25/2025 12:00:00 AM,60-74,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,07/13/2024 12:00:00 AM,07/12/2025 12:00:00 AM,47.0,2024.0,28.0,6.0,Combined,26002.0,8638375.0,18.0,01/25/2025 12:00:00 AM,75+,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,03/23/2024 12:00:00 AM,03/22/2025 12:00:00 AM,31.0,2024.0,12.0,6.0,Combined,200946.0,17112695.0,18.0,01/25/2025 12:00:00 AM,65+,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,06/29/2024 12:00:00 AM,06/28/2025 12:00:00 AM,45.0,2024.0,26.0,6.0,Combined,29906.0,8586638.0,18.0,01/25/2025 12:00:00 AM,75+,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,03/16/2024 12:00:00 AM,03/15/2025 12:00:00 AM,30.0,2024.0,11.0,6.0,Combined,213651.0,16911749.0,18.0,01/25/2025 12:00:00 AM,65+,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,05/04/2024 12:00:00 AM,05/03/2025 12:00:00 AM,37.0,2024.0,18.0,6.0,Combined,27668.0,8159895.0,18.0,01/25/2025 12:00:00 AM,18-49,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-2025,10/05/2024 12:00:00 AM,10/05/2024 12:00:00 AM,6.0,2024.0,40.0,6.0,Combined,2751561.0,12658289.0,19.0,01/25/2025 12:00:00 AM,18+,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,03/09/2024 12:00:00 AM,03/08/2025 12:00:00 AM,29.0,2024.0,10.0,6.0,Combined,84255.0,12541272.0,18.0,01/25/2025 12:00:00 AM,60-74,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,07/20/2024 12:00:00 AM,07/19/2025 12:00:00 AM,48.0,2024.0,29.0,6.0,Combined,27173.0,8441440.0,18.0,01/25/2025 12:00:00 AM,18-49,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,11/04/2023 12:00:00 AM,11/02/2024 12:00:00 AM,10.0,2023.0,44.0,6.0,Combined,535153.0,4577859.0,18.0,01/25/2025 12:00:00 AM,50-64,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,03/16/2024 12:00:00 AM,03/15/2025 12:00:00 AM,30.0,2024.0,11.0,6.0,Combined,126764.0,12668036.0,18.0,01/25/2025 12:00:00 AM,60-74,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-2025,10/05/2024 12:00:00 AM,10/05/2024 12:00:00 AM,6.0,2024.0,40.0,6.0,Combined,590622.0,2441506.0,19.0,01/25/2025 12:00:00 AM,18-49,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,07/13/2024 12:00:00 AM,07/12/2025 12:00:00 AM,47.0,2024.0,28.0,6.0,Combined,14144.0,7962347.0,18.0,01/25/2025 12:00:00 AM,50-64,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,01/06/2024 12:00:00 AM,01/04/2025 12:00:00 AM,20.0,2024.0,1.0,6.0,Combined,290392.0,15544172.0,18.0,01/25/2025 12:00:00 AM,65+,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-2025,09/21/2024 12:00:00 AM,09/21/2024 12:00:00 AM,4.0,2024.0,38.0,6.0,Combined,511451.0,1473657.0,19.0,01/25/2025 12:00:00 AM,50-64,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,12/16/2023 12:00:00 AM,12/14/2024 12:00:00 AM,16.0,2023.0,50.0,6.0,Combined,407497.0,14674218.0,18.0,01/25/2025 12:00:00 AM,65+,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,03/09/2024 12:00:00 AM,03/08/2025 12:00:00 AM,29.0,2024.0,10.0,6.0,Combined,45452.0,7878014.0,18.0,01/25/2025 12:00:00 AM,18-49,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-2025,10/26/2024 12:00:00 AM,10/26/2024 12:00:00 AM,9.0,2024.0,43.0,6.0,Combined,963009.0,8274726.0,19.0,01/25/2025 12:00:00 AM,18-64,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,11/18/2023 12:00:00 AM,11/16/2024 12:00:00 AM,12.0,2023.0,46.0,6.0,Combined,620141.0,9409725.0,18.0,01/25/2025 12:00:00 AM,60-74,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,12/16/2023 12:00:00 AM,12/14/2024 12:00:00 AM,16.0,2023.0,50.0,6.0,Combined,887689.0,27638787.0,18.0,01/25/2025 12:00:00 AM,18+,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,11/18/2023 12:00:00 AM,11/16/2024 12:00:00 AM,12.0,2023.0,46.0,6.0,Combined,1658657.0,23477985.0,18.0,01/25/2025 12:00:00 AM,18+,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,12/16/2023 12:00:00 AM,12/14/2024 12:00:00 AM,16.0,2023.0,50.0,6.0,Combined,326071.0,10926277.0,18.0,01/25/2025 12:00:00 AM,60-74,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,12/02/2023 12:00:00 AM,11/30/2024 12:00:00 AM,14.0,2023.0,48.0,6.0,Combined,250730.0,6296000.0,18.0,01/25/2025 12:00:00 AM,75+,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,01/13/2024 12:00:00 AM,01/11/2025 12:00:00 AM,21.0,2024.0,2.0,6.0,Combined,188909.0,7284872.0,18.0,01/25/2025 12:00:00 AM,18-49,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,02/24/2024 12:00:00 AM,02/22/2025 12:00:00 AM,27.0,2024.0,8.0,6.0,Combined,60367.0,16505215.0,18.0,01/25/2025 12:00:00 AM,65+,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,03/30/2024 12:00:00 AM,03/29/2025 12:00:00 AM,32.0,2024.0,13.0,6.0,Combined,66309.0,15711828.0,18.0,01/25/2025 12:00:00 AM,18-64,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,06/01/2024 12:00:00 AM,05/31/2025 12:00:00 AM,41.0,2024.0,22.0,6.0,Combined,111918.0,34584812.0,18.0,01/25/2025 12:00:00 AM,18+,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,01/13/2024 12:00:00 AM,01/11/2025 12:00:00 AM,21.0,2024.0,2.0,6.0,Combined,211269.0,11855198.0,18.0,01/25/2025 12:00:00 AM,60-74,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-2025,09/21/2024 12:00:00 AM,09/21/2024 12:00:00 AM,4.0,2024.0,38.0,6.0,Combined,762978.0,2126725.0,19.0,01/25/2025 12:00:00 AM,75+,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,09/30/2023 12:00:00 AM,09/28/2024 12:00:00 AM,5.0,2023.0,39.0,6.0,Combined,682544.0,1095728.0,18.0,01/25/2025 12:00:00 AM,50-64,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-2025,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,8.0,2024.0,42.0,6.0,Combined,653640.0,5046252.0,19.0,01/25/2025 12:00:00 AM,75+,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-2025,09/28/2024 12:00:00 AM,09/28/2024 12:00:00 AM,5.0,2024.0,39.0,6.0,Combined,1586217.0,6025175.0,19.0,01/25/2025 12:00:00 AM,65+,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,05/11/2024 12:00:00 AM,05/10/2025 12:00:00 AM,38.0,2024.0,19.0,6.0,Combined,16124.0,7828361.0,18.0,01/25/2025 12:00:00 AM,50-64,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,01/27/2024 12:00:00 AM,01/25/2025 12:00:00 AM,23.0,2024.0,4.0,6.0,Combined,69135.0,7320951.0,18.0,01/25/2025 12:00:00 AM,75+,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,02/10/2024 12:00:00 AM,02/08/2025 12:00:00 AM,25.0,2024.0,6.0,6.0,Combined,81810.0,12297562.0,18.0,01/25/2025 12:00:00 AM,60-74,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,06/01/2024 12:00:00 AM,05/31/2025 12:00:00 AM,41.0,2024.0,22.0,6.0,Combined,38173.0,16141688.0,18.0,01/25/2025 12:00:00 AM,18-64,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,06/15/2024 12:00:00 AM,06/14/2025 12:00:00 AM,43.0,2024.0,24.0,6.0,Combined,40807.0,16224620.0,18.0,01/25/2025 12:00:00 AM,18-64,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,04/20/2024 12:00:00 AM,04/19/2025 12:00:00 AM,35.0,2024.0,16.0,6.0,Combined,31382.0,8102020.0,18.0,01/25/2025 12:00:00 AM,18-49,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,06/15/2024 12:00:00 AM,06/14/2025 12:00:00 AM,43.0,2024.0,24.0,6.0,Combined,69169.0,18590197.0,18.0,01/25/2025 12:00:00 AM,65+,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-2025,09/07/2024 12:00:00 AM,09/07/2024 12:00:00 AM,2.0,2024.0,36.0,6.0,Combined,735547.0,1046652.0,19.0,01/25/2025 12:00:00 AM,60-74,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,04/13/2024 12:00:00 AM,04/12/2025 12:00:00 AM,34.0,2024.0,15.0,6.0,Combined,32465.0,8070638.0,18.0,01/25/2025 12:00:00 AM,18-49,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,12/09/2023 12:00:00 AM,12/07/2024 12:00:00 AM,15.0,2023.0,49.0,6.0,Combined,486175.0,14266721.0,18.0,01/25/2025 12:00:00 AM,65+,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,11/11/2023 12:00:00 AM,11/09/2024 12:00:00 AM,11.0,2023.0,45.0,6.0,Combined,952738.0,11964510.0,18.0,01/25/2025 12:00:00 AM,65+,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,04/13/2024 12:00:00 AM,04/12/2025 12:00:00 AM,34.0,2024.0,15.0,6.0,Combined,86800.0,13088440.0,18.0,01/25/2025 12:00:00 AM,60-74,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,05/18/2024 12:00:00 AM,05/17/2025 12:00:00 AM,39.0,2024.0,20.0,6.0,Combined,141857.0,34335055.0,18.0,01/25/2025 12:00:00 AM,18+,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,02/10/2024 12:00:00 AM,02/08/2025 12:00:00 AM,25.0,2024.0,6.0,6.0,Combined,75616.0,7679434.0,18.0,01/25/2025 12:00:00 AM,18-49,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,04/20/2024 12:00:00 AM,04/19/2025 12:00:00 AM,35.0,2024.0,16.0,6.0,Combined,81304.0,13169744.0,18.0,01/25/2025 12:00:00 AM,60-74,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,10/14/2023 12:00:00 AM,10/12/2024 12:00:00 AM,7.0,2023.0,41.0,6.0,Combined,3466746.0,11813175.0,18.0,01/25/2025 12:00:00 AM,18+,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,12/23/2023 12:00:00 AM,12/21/2024 12:00:00 AM,17.0,2023.0,51.0,6.0,Combined,296653.0,11222930.0,18.0,01/25/2025 12:00:00 AM,60-74,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,01/27/2024 12:00:00 AM,01/25/2025 12:00:00 AM,23.0,2024.0,4.0,6.0,Combined,82836.0,7356201.0,18.0,01/25/2025 12:00:00 AM,50-64,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,05/11/2024 12:00:00 AM,05/10/2025 12:00:00 AM,38.0,2024.0,19.0,6.0,Combined,50991.0,8322697.0,18.0,01/25/2025 12:00:00 AM,75+,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,07/06/2024 12:00:00 AM,07/05/2025 12:00:00 AM,46.0,2024.0,27.0,6.0,Combined,34932.0,13713932.0,18.0,01/25/2025 12:00:00 AM,60-74,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,09/30/2023 12:00:00 AM,09/28/2024 12:00:00 AM,5.0,2023.0,39.0,6.0,Combined,748689.0,1193125.0,18.0,01/25/2025 12:00:00 AM,75+,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,01/06/2024 12:00:00 AM,01/04/2025 12:00:00 AM,20.0,2024.0,1.0,6.0,Combined,622617.0,29667368.0,18.0,01/25/2025 12:00:00 AM,18+,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,07/27/2024 12:00:00 AM,07/26/2025 12:00:00 AM,49.0,2024.0,30.0,6.0,Combined,24945.0,8690834.0,18.0,01/25/2025 12:00:00 AM,75+,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,02/24/2024 12:00:00 AM,02/22/2025 12:00:00 AM,27.0,2024.0,8.0,6.0,Combined,85048.0,15349574.0,18.0,01/25/2025 12:00:00 AM,18-64,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,03/02/2024 12:00:00 AM,03/01/2025 12:00:00 AM,28.0,2024.0,9.0,6.0,Combined,46388.0,7832562.0,18.0,01/25/2025 12:00:00 AM,18-49,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,03/30/2024 12:00:00 AM,03/29/2025 12:00:00 AM,32.0,2024.0,13.0,6.0,Combined,202105.0,17314800.0,18.0,01/25/2025 12:00:00 AM,65+,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,12/23/2023 12:00:00 AM,12/21/2024 12:00:00 AM,17.0,2023.0,51.0,6.0,Combined,279072.0,6735239.0,18.0,01/25/2025 12:00:00 AM,18-49,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,06/22/2024 12:00:00 AM,06/21/2025 12:00:00 AM,44.0,2024.0,25.0,6.0,Combined,25547.0,8344972.0,18.0,01/25/2025 12:00:00 AM,18-49,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,03/02/2024 12:00:00 AM,03/01/2025 12:00:00 AM,28.0,2024.0,9.0,6.0,Combined,49001.0,12457017.0,18.0,01/25/2025 12:00:00 AM,60-74,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,07/06/2024 12:00:00 AM,07/05/2025 12:00:00 AM,46.0,2024.0,27.0,6.0,Combined,21615.0,8391495.0,18.0,01/25/2025 12:00:00 AM,18-49,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,11/11/2023 12:00:00 AM,11/09/2024 12:00:00 AM,11.0,2023.0,45.0,6.0,Combined,972258.0,9854816.0,18.0,01/25/2025 12:00:00 AM,18-64,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,12/02/2023 12:00:00 AM,11/30/2024 12:00:00 AM,14.0,2023.0,48.0,6.0,Combined,292211.0,6024257.0,18.0,01/25/2025 12:00:00 AM,50-64,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-2025,09/07/2024 12:00:00 AM,09/07/2024 12:00:00 AM,2.0,2024.0,36.0,6.0,Combined,314991.0,444173.0,19.0,01/25/2025 12:00:00 AM,18-49,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,03/23/2024 12:00:00 AM,03/22/2025 12:00:00 AM,31.0,2024.0,12.0,6.0,Combined,267464.0,32758218.0,18.0,01/25/2025 12:00:00 AM,18+,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,07/27/2024 12:00:00 AM,07/26/2025 12:00:00 AM,49.0,2024.0,30.0,6.0,Combined,15738.0,7995405.0,18.0,01/25/2025 12:00:00 AM,50-64,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-2025,08/31/2024 12:00:00 AM,08/31/2024 12:00:00 AM,1.0,2024.0,35.0,6.0,Combined,706047.0,706047.0,19.0,01/25/2025 12:00:00 AM,18+,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,10/21/2023 12:00:00 AM,10/19/2024 12:00:00 AM,8.0,2023.0,42.0,6.0,Combined,668272.0,3113480.0,18.0,01/25/2025 12:00:00 AM,18-49,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-2025,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,8.0,2024.0,42.0,6.0,Combined,536027.0,3708297.0,19.0,01/25/2025 12:00:00 AM,50-64,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,09/23/2023 12:00:00 AM,09/21/2024 12:00:00 AM,4.0,2023.0,38.0,6.0,Combined,365850.0,388273.0,18.0,01/25/2025 12:00:00 AM,18-49,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-2025,09/28/2024 12:00:00 AM,09/28/2024 12:00:00 AM,5.0,2024.0,39.0,6.0,Combined,1086856.0,3881555.0,19.0,01/25/2025 12:00:00 AM,18-64,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,10/21/2023 12:00:00 AM,10/19/2024 12:00:00 AM,8.0,2023.0,42.0,6.0,Combined,1215004.0,6133683.0,18.0,01/25/2025 12:00:00 AM,60-74,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-2025,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,13.0,2024.0,47.0,7.0,Physician Medical Office,47914.0,667252.0,39.0,01/25/2025 12:00:00 AM,18-49,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-2025,12/21/2024 12:00:00 AM,12/21/2024 12:00:00 AM,17.0,2024.0,51.0,7.0,Physician Medical Office,36790.0,814526.0,39.0,01/25/2025 12:00:00 AM,18-49,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-2025,11/30/2024 12:00:00 AM,11/30/2024 12:00:00 AM,14.0,2024.0,48.0,7.0,Physician Medical Office,49735.0,1288007.0,39.0,01/25/2025 12:00:00 AM,18-64,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-2025,12/21/2024 12:00:00 AM,12/21/2024 12:00:00 AM,17.0,2024.0,51.0,7.0,Physician Medical Office,28226.0,870742.0,39.0,01/25/2025 12:00:00 AM,60-74,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-2025,12/14/2024 12:00:00 AM,12/14/2024 12:00:00 AM,16.0,2024.0,50.0,7.0,Physician Medical Office,34013.0,842516.0,39.0,01/25/2025 12:00:00 AM,60-74,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-2025,12/21/2024 12:00:00 AM,12/21/2024 12:00:00 AM,17.0,2024.0,51.0,7.0,Physician Medical Office,32502.0,1203951.0,39.0,01/25/2025 12:00:00 AM,65+,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-2025,12/21/2024 12:00:00 AM,12/21/2024 12:00:00 AM,17.0,2024.0,51.0,7.0,Physician Medical Office,95355.0,2701354.0,39.0,01/25/2025 12:00:00 AM,18+,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-2025,11/30/2024 12:00:00 AM,11/30/2024 12:00:00 AM,14.0,2024.0,48.0,7.0,Physician Medical Office,77148.0,2371890.0,39.0,01/25/2025 12:00:00 AM,18+,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-2025,11/30/2024 12:00:00 AM,11/30/2024 12:00:00 AM,14.0,2024.0,48.0,7.0,Physician Medical Office,27414.0,1083886.0,39.0,01/25/2025 12:00:00 AM,65+,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-2025,12/07/2024 12:00:00 AM,12/07/2024 12:00:00 AM,15.0,2024.0,49.0,7.0,Physician Medical Office,125179.0,2497069.0,39.0,01/25/2025 12:00:00 AM,18+,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-2025,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,13.0,2024.0,47.0,7.0,Physician Medical Office,88491.0,1238272.0,39.0,01/25/2025 12:00:00 AM,18-64,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-2025,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,13.0,2024.0,47.0,7.0,Physician Medical Office,150156.0,2294742.0,39.0,01/25/2025 12:00:00 AM,18+,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-2025,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,13.0,2024.0,47.0,7.0,Physician Medical Office,61665.0,1056472.0,39.0,01/25/2025 12:00:00 AM,65+,,,,,,,,,,,,,,,,,,,,,,,,,,
