Current Season,Month,Numerator,Population,Jurisdiction,Estimate,Age_group_label,Legend
2023-24,JUN,4655,29524,Wyoming,0.1577,5-8 years,"2023-24, Wyoming: 5-8 years"
2023-24,JUN,438,22448,U.S. Virgin Islands ,0.0195,50-64 years,"2023-24, U.S. Virgin Islands : 50-64 years"
2024-25,AUG,3023,373569,West Virginia,0.0081,65+ years,"2024-25, West Virginia: 65+ years"
2024-25,AUG,,,Virginia,,18+ years,"2024-25, Virginia: 18+ years"
2022-23,APR,1188,10382,Federated States of Micronesia,0.1144,13-17 years,"2022-23, Federated States of Micronesia: 13-17 years"
2022-23,APR,,,Hawaii,,6 months to 17 years,"2022-23, Hawaii: 6 months to 17 years"
2022-23,AUG,36,34451,New Mexico,0.001,6-23 months,"2022-23, New Mexico: 6-23 months"
2022-23,JUL,83,1966287,California,0,5-8 years,"2022-23, California: 5-8 years"
2022-23,JUL,25,54115,Nevada,0.0005,6-23 months,"2022-23, Nevada: 6-23 months"
2022-23,JUN,,,New Hampshire,,2-4 years,"2022-23, New Hampshire: 2-4 years"
2024-25,SEP,0,4619939,Georgia,0,18-49 years,"2024-25, Georgia: 18-49 years"
2023-24,APR,3058075,9809562,Illinois,0.3117,18+ years,"2023-24, Illinois: 18+ years"
2023-24,DEC,6225,17361,Vermont,0.3586,2-4 years,"2023-24, Vermont: 2-4 years"
2023-24,NOV,95666,302005,New York City,0.3168,2-4 years,"2023-24, New York City: 2-4 years"
2024-25,AUG,428,207146,Montana,0.0021,50-64 years,"2024-25, Montana: 50-64 years"
2024-25,JAN,156373,678480,New York State,0.2305,13-17 years,"2024-25, New York (excluding New York City): 13-17 years"
2024-25,JAN,138711,941363,Florida,0.1474,5-8 years,"2024-25, Florida: 5-8 years"
2022-23,DEC,,,South Carolina,,13-17 years,"2022-23, South Carolina: 13-17 years"
2022-23,FEB,59722,430356,Montana,0.1388,18-49 years,"2022-23, Montana: 18-49 years"
2022-23,JAN,75013,178554.5,North Carolina,0.4201,6-23 months,"2022-23, North Carolina: 6-23 months"
2022-23,JAN,8971,166917,Guam,0.0537,Overall,"2022-23, Guam: Overall"
2022-23,JUN,16308,54432.5,Arkansas,0.2996,6-23 months,"2022-23, Arkansas: 6-23 months"
2022-23,SEP,63334,1478793,Utah,0.0428,18-49 years,"2022-23, Utah: 18-49 years"
2023-24,SEP,655703,8922762,Pennsylvania,0.0735,18+ years,"2023-24, Pennsylvania (excluding Philadelphia County): 18+ years"
2024-25,DEC,253361,653159,Oklahoma,0.3879,65+ years,"2024-25, Oklahoma: 65+ years"
2023-24,APR,718490,3364376,Washington,0.2136,18-49 years,"2023-24, Washington: 18-49 years"
2023-24,FEB,,,Hawaii,,9-12 years,"2023-24, Hawaii: 9-12 years"
2023-24,JUL,0,1992,Republic of Palau,0,65+ years,"2023-24, Republic of Palau: 65+ years"
2023-24,JUN,3043,105648,U.S. Virgin Islands ,0.0288,Overall,"2023-24, U.S. Virgin Islands : Overall"
2023-24,MAR,320025,874244,Alabama,0.3661,65+ years,"2023-24, Alabama: 65+ years"
2023-24,SEP,7691,213250,Utah,0.0361,9-12 years,"2023-24, Utah: 9-12 years"
2022-23,FEB,,,New Hampshire,,6-23 months,"2022-23, New Hampshire: 6-23 months"
2022-23,FEB,614992,1180543,Tennessee,0.5209,65+ years,"2022-23, Tennessee: 65+ years"
2022-23,JUN,421589,1776063.5,West Virginia,0.2374,Overall,"2022-23, West Virginia: Overall"
2022-23,NOV,420050,1415568,Washington,0.2967,50-64 years,"2022-23, Washington: 50-64 years"
2022-23,NOV,125446,955019,Florida,0.1314,9-12 years,"2022-23, Florida: 9-12 years"
2023-24,APR,48006,192782,Oregon,0.249,5-8 years,"2023-24, Oregon: 5-8 years"
2023-24,JAN,140667,503705,New York State,0.2793,5-8 years,"2023-24, New York (excluding New York City): 5-8 years"
2023-24,NOV,409915,1633828,New Mexico,0.2509,18+ years,"2023-24, New Mexico: 18+ years"
2023-24,OCT,354027,1884782,New Jersey,0.1878,6 months to 17 years,"2023-24, New Jersey: 6 months to 17 years"
2024-25,SEP,1675,39611,North Dakota,0.0423,9-12 years,"2024-25, North Dakota: 9-12 years"
2022-23,MAR,10153,46976.5,American Samoa,0.2161,Overall,"2022-23, American Samoa: Overall"
2022-23,OCT,411656,1510028,New Jersey,0.2726,65+ years,"2022-23, New Jersey: 65+ years"
2023-24,DEC,74898,440269.5,Idaho,0.1701,6 months to 17 years,"2023-24, Idaho: 6 months to 17 years"
2023-24,DEC,,,Rhode Island,,Overall,"2023-24, Rhode Island: Overall"
2023-24,FEB,3016186,9809562,Illinois,0.3075,18+ years,"2023-24, Illinois: 18+ years"
2023-24,JUL,198,6947836,New Jersey,0,18+ years,"2023-24, New Jersey: 18+ years"
2022-23,JUL,0,51927,Montana,0,5-8 years,"2022-23, Montana: 5-8 years"
2023-24,JUL,111,5293195,Illinois,0,18-49 years,"2023-24, Illinois: 18-49 years"
2023-24,JUL,0,291284,Minnesota,0,5-8 years,"2023-24, Minnesota: 5-8 years"
2023-24,JUL,4,49273,South Dakota,0.0001,5-8 years,"2023-24, South Dakota: 5-8 years"
2023-24,MAR,10699,39611,North Dakota,0.2701,9-12 years,"2023-24, North Dakota: 9-12 years"
2023-24,MAY,251026,2110766,Texas,0.1189,13-17 years,"2023-24, Texas: 13-17 years"
2024-25,AUG,62994,11148453,Pennsylvania,0.0057,Overall,"2024-25, Pennsylvania (excluding Philadelphia County): Overall"
2024-25,DEC,,,Hawaii,,18-49 years,"2024-25, Hawaii: 18-49 years"
2024-25,JUL,3,104306,New Mexico,0,5-8 years,"2024-25, New Mexico: 5-8 years"
2024-25,NOV,74492,365488,New York State,0.2038,2-4 years,"2024-25, New York (excluding New York City): 2-4 years"
2024-25,OCT,49739,352593,South Dakota,0.1411,18-49 years,"2024-25, South Dakota: 18-49 years"
2022-23,AUG,2435,1209974,Texas,0.002,2-4 years,"2022-23, Texas: 2-4 years"
2022-23,AUG,0,8210067,Georgia,0,18+ years,"2022-23, Georgia: 18+ years"
2022-23,MAR,266744,1074894.5,Montana,0.2482,Overall,"2022-23, Montana: Overall"
2022-23,NOV,5254,15564.5,North Dakota,0.3376,6-23 months,"2022-23, North Dakota: 6-23 months"
2022-23,SEP,17857,155850,New York City,0.1146,6-23 months,"2022-23, New York City: 6-23 months"
2023-24,JUL,93,5188514,Indiana,0,18+ years,"2023-24, Indiana: 18+ years"
2023-24,JUN,192801,707072,Iowa,0.2727,6 months to 17 years,"2023-24, Iowa: 6 months to 17 years"
2023-24,JUN,2019115,5624147,Minnesota,0.359,Overall,"2023-24, Minnesota: Overall"
2023-24,MAY,149160,423451,New Jersey,0.3522,5-8 years,"2023-24, New Jersey: 5-8 years"
2024-25,AUG,,,Massachusetts,,9-12 years,"2024-25, Massachusetts: 9-12 years"
2024-25,JUL,,,Houston,,6 months to 17 years,"2024-25, Houston: 6 months to 17 years"
2022-23,APR,81647,201301,Delaware,0.4056,50-64 years,"2022-23, Delaware: 50-64 years"
2022-23,MAR,619272,2440679,Nevada,0.2537,18+ years,"2022-23, Nevada: 18+ years"
2022-23,MAY,755637,3120407,Nevada,0.2422,Overall,"2022-23, Nevada: Overall"
2022-23,SEP,21350,569627,Ohio,0.0375,5-8 years,"2022-23, Ohio: 5-8 years"
2023-24,AUG,5801,1776063.5,West Virginia,0.0033,Overall,"2023-24, West Virginia: Overall"
2023-24,FEB,192977,975661.5,Kentucky,0.1978,6 months to 17 years,"2023-24, Kentucky: 6 months to 17 years"
2023-24,MAY,14183,157912,Mississippi,0.0898,9-12 years,"2023-24, Mississippi: 9-12 years"
2023-24,MAY,3050195,11026194,New York State,0.2766,Overall,"2023-24, New York (excluding New York City): Overall"
2023-24,SEP,126611,2707942,Illinois,0.0468,6 months to 17 years,"2023-24, Illinois: 6 months to 17 years"
2024-25,JAN,27188,71006.5,Utah,0.3829,6-23 months,"2024-25, Utah: 6-23 months"
2022-23,JAN,245205,905560.5,Utah,0.2708,6 months to 17 years,"2022-23, Utah: 6 months to 17 years"
2022-23,JUN,1154725,2060818,New York State,0.5603,65+ years,"2022-23, New York (excluding New York City): 65+ years"
2022-23,MAR,359527,1433821,Connecticut,0.2507,18-49 years,"2022-23, Connecticut: 18-49 years"
2023-24,AUG,1443,446316,Illinois,0.0032,2-4 years,"2023-24, Illinois: 2-4 years"
2023-24,FEB,8758,55856,West Virginia,0.1568,2-4 years,"2023-24, West Virginia: 2-4 years"
2023-24,MAY,17985,86184,Louisiana,0.2087,6-23 months,"2023-24, Louisiana: 6-23 months"
2023-24,NOV,107790,929182.5,Oklahoma,0.116,6 months to 17 years,"2023-24, Oklahoma: 6 months to 17 years"
2024-25,AUG,39942,4721883,Maryland,0.0085,18+ years,"2024-25, Maryland: 18+ years"
2024-25,JUL,36,981560.5,Delaware,0,Overall,"2024-25, Delaware: Overall"
2024-25,NOV,9377,104247,West Virginia,0.0899,13-17 years,"2024-25, West Virginia: 13-17 years"
2022-23,AUG,151,123141,North Dakota,0.0012,65+ years,"2022-23, North Dakota: 65+ years"
2022-23,FEB,3303,20301,N. Mariana Islands,0.1627,18-49 years,"2022-23, N. Mariana Islands: 18-49 years"
2022-23,JUN,39826,108572.5,Missouri,0.3668,6-23 months,"2022-23, Missouri: 6-23 months"
2022-23,MAR,433400,2499695,Missouri,0.1734,18-49 years,"2022-23, Missouri: 18-49 years"
2023-24,AUG,527,133827,Alaska,0.0039,50-64 years,"2023-24, Alaska: 50-64 years"
2023-24,AUG,27010,4721883,Maryland,0.0057,18+ years,"2023-24, Maryland: 18+ years"
2023-24,FEB,12928,59835,South Dakota,0.2161,13-17 years,"2023-24, South Dakota: 13-17 years"
2023-24,MAR,77964,123141,North Dakota,0.6331,65+ years,"2023-24, North Dakota: 65+ years"
2024-25,JUL,,,Rhode Island,,2-4 years,"2024-25, Rhode Island: 2-4 years"
2024-25,JUL,0,27742,Guam,0,50-64 years,"2024-25, Guam: 50-64 years"
2024-25,OCT,3975,55856,West Virginia,0.0712,2-4 years,"2024-25, West Virginia: 2-4 years"
2022-23,APR,148747,434609,New Jersey,0.3423,9-12 years,"2022-23, New Jersey: 9-12 years"
2022-23,DEC,35192,108572.5,Missouri,0.3241,6-23 months,"2022-23, Missouri: 6-23 months"
2022-23,FEB,248,4023,Republic of Palau,0.0616,50-64 years,"2022-23, Republic of Palau: 50-64 years"
2022-23,FEB,9567,52303,Montana,0.1829,9-12 years,"2022-23, Montana: 9-12 years"
2022-23,JUN,60915,430356,Montana,0.1415,18-49 years,"2022-23, Montana: 18-49 years"
2022-23,JUN,13757,79949,West Virginia,0.1721,5-8 years,"2022-23, West Virginia: 5-8 years"
2024-25,JUL,142,6027818,Washington,0,18+ years,"2024-25, Washington: 18+ years"
2024-25,NOV,,,Kansas,,13-17 years,"2024-25, Kansas: 13-17 years"
2022-23,MAY,81666,201301,Delaware,0.4057,50-64 years,"2022-23, Delaware: 50-64 years"
2022-23,NOV,78526,157177,South Dakota,0.4996,65+ years,"2022-23, South Dakota: 65+ years"
2023-24,APR,67775,366688,Arizona,0.1848,5-8 years,"2023-24, Arizona: 5-8 years"
2023-24,DEC,81803,128594,Vermont,0.6361,65+ years,"2023-24, Vermont: 65+ years"
2023-24,JAN,,,Massachusetts,,65+ years,"2023-24, Massachusetts: 65+ years"
2023-24,MAY,,,Kansas,,2-4 years,"2023-24, Kansas: 2-4 years"
2022-23,APR,277468,784957,Oregon,0.3535,50-64 years,"2022-23, Oregon: 50-64 years"
2022-23,AUG,406,310939,Alabama,0.0013,13-17 years,"2022-23, Alabama: 13-17 years"
2022-23,JUL,2,32285,North Dakota,0.0001,2-4 years,"2022-23, North Dakota: 2-4 years"
2022-23,OCT,157,31335,American Samoa,0.005,18+ years,"2022-23, American Samoa: 18+ years"
2022-23,SEP,16624,365609,Colorado,0.0455,13-17 years,"2022-23, Colorado: 13-17 years"
2023-24,JUL,40,2794631,Indiana,0,18-49 years,"2023-24, Indiana: 18-49 years"
2023-24,JUN,100629,461203,New Mexico,0.2182,6 months to 17 years,"2023-24, New Mexico: 6 months to 17 years"
2023-24,MAR,4050,38687,Wyoming,0.1047,13-17 years,"2023-24, Wyoming: 13-17 years"
2023-24,MAR,,,Massachusetts,,50-64 years,"2023-24, Massachusetts: 50-64 years"
2023-24,NOV,105892,552427,Alaska,0.1917,18+ years,"2023-24, Alaska: 18+ years"
2024-25,DEC,155118,373569,West Virginia,0.4152,65+ years,"2024-25, West Virginia: 65+ years"
2024-25,NOV,36295,133652,Vermont,0.2716,50-64 years,"2024-25, Vermont: 50-64 years"
2022-23,APR,102688,371308,Minnesota,0.2766,13-17 years,"2022-23, Minnesota: 13-17 years"
2022-23,FEB,360981,1428520,West Virginia,0.2527,18+ years,"2022-23, West Virginia: 18+ years"
2022-23,JUL,769,7380696.5,Arizona,0.0001,Overall,"2022-23, Arizona: Overall"
2022-23,JUN,971782,3145074,Iowa,0.309,Overall,"2022-23, Iowa: Overall"
2022-23,MAR,47274,223108,Kentucky,0.2119,9-12 years,"2022-23, Kentucky: 9-12 years"
2022-23,MAR,2183079,21925627,Texas,0.0996,18+ years,"2022-23, Texas: 18+ years"
2023-24,NOV,,,Kansas,,65+ years,"2023-24, Kansas: 65+ years"
2023-24,OCT,24,20418,American Samoa,0.0012,18-49 years,"2023-24, American Samoa: 18-49 years"
2023-24,OCT,201584,519316,Nevada,0.3882,65+ years,"2023-24, Nevada: 65+ years"
2022-23,NOV,59196,333492,Tennessee,0.1775,5-8 years,"2022-23, Tennessee: 5-8 years"
2023-24,APR,3045314,11026194,New York State,0.2762,Overall,"2023-24, New York (excluding New York City): Overall"
2023-24,JAN,,,Hawaii,,2-4 years,"2023-24, Hawaii: 2-4 years"
2023-24,MAR,144595,929182.5,Oklahoma,0.1556,6 months to 17 years,"2023-24, Oklahoma: 6 months to 17 years"
2023-24,MAR,44342,553690.5,Puerto Rico,0.0801,6 months to 17 years,"2023-24, Puerto Rico: 6 months to 17 years"
2023-24,MAY,,,Hawaii,,2-4 years,"2023-24, Hawaii: 2-4 years"
2022-23,JUL,464,10541669,North Carolina,0,Overall,"2022-23, North Carolina: Overall"
2022-23,JUN,97454,449237,Wyoming,0.2169,18+ years,"2022-23, Wyoming: 18+ years"
2022-23,MAR,100189,364081,West Virginia,0.2752,50-64 years,"2022-23, West Virginia: 50-64 years"
2022-23,MAY,84439,151155,New Jersey,0.5586,6-23 months,"2022-23, New Jersey: 6-23 months"
2023-24,APR,10749,39611,North Dakota,0.2714,9-12 years,"2023-24, North Dakota: 9-12 years"
2023-24,APR,,,South Carolina,,Overall,"2023-24, South Carolina: Overall"
2023-24,DEC,24447,105409,District of Columbia,0.2319,50-64 years,"2023-24, District of Columbia: 50-64 years"
2023-24,FEB,265805,1321503,Arizona,0.2011,50-64 years,"2023-24, Arizona: 50-64 years"
2023-24,JAN,137440,197594,Delaware,0.6956,65+ years,"2023-24, Delaware: 65+ years"
2023-24,SEP,12692,130262.5,Washington,0.0974,6-23 months,"2023-24, Washington: 6-23 months"
2023-24,SEP,13846,292636,Minnesota,0.0473,9-12 years,"2023-24, Minnesota: 9-12 years"
2024-25,SEP,,,Kansas,,18+ years,"2024-25, Kansas: 18+ years"
2022-23,JUN,117194,417969,Ohio,0.2804,2-4 years,"2022-23, Ohio: 2-4 years"
2022-23,SEP,8756,223108,Kentucky,0.0392,9-12 years,"2022-23, Kentucky: 9-12 years"
2023-24,FEB,535446,2020773,Michigan,0.265,50-64 years,"2023-24, Michigan: 50-64 years"
2023-24,FEB,553173,876387,Colorado,0.6312,65+ years,"2023-24, Colorado: 65+ years"
2023-24,JUN,194,3732,Marshall Islands,0.052,65+ years,"2023-24, Marshall Islands: 65+ years"
2023-24,MAR,7963,15908.5,Delaware,0.5005,6-23 months,"2023-24, Delaware: 6-23 months"
2023-24,OCT,,,South Carolina,,18-49 years,"2023-24, South Carolina: 18-49 years"
2023-24,SEP,4948,301827,Louisiana,0.0164,13-17 years,"2023-24, Louisiana: 13-17 years"
2024-25,AUG,4518,1299127.5,Maryland,0.0035,6 months to 17 years,"2024-25, Maryland: 6 months to 17 years"
2022-23,DEC,539,21412.5,Republic of Palau,0.0252,Overall,"2022-23, Republic of Palau: Overall"
2022-23,FEB,447970,1299127.5,Maryland,0.3448,6 months to 17 years,"2022-23, Maryland: 6 months to 17 years"
2022-23,JUL,456,11026194,New York State,0,Overall,"2022-23, New York (excluding New York City): Overall"
2022-23,NOV,15091,73805.5,Oklahoma,0.2045,6-23 months,"2022-23, Oklahoma: 6-23 months"
2023-24,APR,32922,216150,Oklahoma,0.1523,9-12 years,"2023-24, Oklahoma: 9-12 years"
2023-24,DEC,157307,678480,New York State,0.2319,13-17 years,"2023-24, New York (excluding New York City): 13-17 years"
2023-24,DEC,1018865,5774978,Arizona,0.1764,18+ years,"2023-24, Arizona: 18+ years"
2023-24,MAY,,,Kansas,,18+ years,"2023-24, Kansas: 18+ years"
2023-24,NOV,57327,198442,Colorado,0.2889,2-4 years,"2023-24, Colorado: 2-4 years"
2023-24,SEP,48590,566136,Iowa,0.0858,65+ years,"2023-24, Iowa: 65+ years"
2024-25,SEP,9330,100594,Minnesota,0.0927,6-23 months,"2024-25, Minnesota: 6-23 months"
2024-25,SEP,83552,293776,Maine,0.2844,65+ years,"2024-25, Maine: 65+ years"
2022-23,JUN,5036,15392.5,N. Mariana Islands,0.3272,6 months to 17 years,"2022-23, N. Mariana Islands: 6 months to 17 years"
2022-23,JUN,,,Houston,,18+ years,"2022-23, Houston: 18+ years"
2022-23,NOV,948,3754,N. Mariana Islands,0.2525,65+ years,"2022-23, N. Mariana Islands: 65+ years"
2022-23,SEP,0,16583,Republic of Palau,0,18+ years,"2022-23, Republic of Palau: 18+ years"
2023-24,FEB,905,31335,American Samoa,0.0289,18+ years,"2023-24, American Samoa: 18+ years"
2023-24,JUN,10896,36853,South Dakota,0.2957,2-4 years,"2023-24, South Dakota: 2-4 years"
2023-24,MAY,15509,70468,Idaho,0.2201,2-4 years,"2023-24, Idaho: 2-4 years"
2023-24,MAY,8970,55856,West Virginia,0.1606,2-4 years,"2023-24, West Virginia: 2-4 years"
2024-25,JAN,2919,29342,Marshall Islands,0.0995,6 months to 17 years,"2024-25, Marshall Islands: 6 months to 17 years"
2022-23,AUG,6,8232,Vermont,0.0007,6-23 months,"2022-23, Vermont: 6-23 months"
2022-23,DEC,652521,13026771,Texas,0.0501,18-49 years,"2022-23, Texas: 18-49 years"
2022-23,JUL,12,268724,Oklahoma,0,13-17 years,"2022-23, Oklahoma: 13-17 years"
2022-23,JUN,0,396292,Georgia,0,2-4 years,"2022-23, Georgia: 2-4 years"
2022-23,JUN,24197,163198.5,Michigan,0.1483,6-23 months,"2022-23, Michigan: 6-23 months"
2022-23,MAY,3217928,9809562,Illinois,0.328,18+ years,"2022-23, Illinois: 18+ years"
2024-25,DEC,119104,436260,New York City,0.273,13-17 years,"2024-25, New York City: 13-17 years"
2024-25,JAN,42229,192782,Oregon,0.2191,5-8 years,"2024-25, Oregon: 5-8 years"
2024-25,JUL,0,7639,American Samoa,0,50-64 years,"2024-25, American Samoa: 50-64 years"
2023-24,DEC,0,684,Republic of Palau,0,2-4 years,"2023-24, Republic of Palau: 2-4 years"
2023-24,FEB,20223,112689,Nevada,0.1795,2-4 years,"2023-24, Nevada: 2-4 years"
2023-24,JUL,2,286356,Wisconsin,6.9843e-06,9-12 years,"2023-24, Wisconsin: 9-12 years"
2023-24,JUN,,,South Carolina,,65+ years,"2023-24, South Carolina: 65+ years"
2023-24,NOV,38448,247042,Tennessee,0.1556,2-4 years,"2023-24, Tennessee: 2-4 years"
2024-25,AUG,15291,876387,Colorado,0.0174,65+ years,"2024-25, Colorado: 65+ years"
2022-23,APR,847590,4712462,Ohio,0.1799,18-49 years,"2022-23, Ohio: 18-49 years"
2022-23,AUG,2704,197594,Delaware,0.0137,65+ years,"2022-23, Delaware: 65+ years"
2022-23,FEB,290824,1335604.5,Missouri,0.2177,6 months to 17 years,"2022-23, Missouri: 6 months to 17 years"
2023-24,FEB,,,Rhode Island,,65+ years,"2023-24, Rhode Island: 65+ years"
2023-24,JAN,134195,515686,Pennsylvania,0.2602,9-12 years,"2023-24, Pennsylvania (excluding Philadelphia County): 9-12 years"
2023-24,MAY,1194,3754,N. Mariana Islands,0.3181,65+ years,"2023-24, N. Mariana Islands: 65+ years"
2023-24,NOV,223471,1321503,Arizona,0.1691,50-64 years,"2023-24, Arizona: 50-64 years"
2024-25,SEP,149534,4006528,Michigan,0.0373,18-49 years,"2024-25, Michigan: 18-49 years"
2022-23,AUG,1412,726305,Alaska,0.0019,Overall,"2022-23, Alaska: Overall"
2022-23,FEB,498,1258.5,American Samoa,0.3956,6-23 months,"2022-23, American Samoa: 6-23 months"
2022-23,JAN,,,Virginia,,2-4 years,"2022-23, Virginia: 2-4 years"
2022-23,JUL,,,Massachusetts,,13-17 years,"2022-23, Massachusetts: 13-17 years"
2022-23,JUN,605033,987352,Maryland,0.6128,65+ years,"2022-23, Maryland: 65+ years"
2023-24,JUL,,,South Carolina,,65+ years,"2023-24, South Carolina: 65+ years"
2024-25,SEP,118773,4423448,North Carolina,0.0269,18-49 years,"2024-25, North Carolina: 18-49 years"
2023-24,MAR,896641,8532850,Florida,0.1051,18-49 years,"2023-24, Florida: 18-49 years"
2023-24,NOV,22190,63424,Oregon,0.3499,6-23 months,"2023-24, Oregon: 6-23 months"
2023-24,OCT,65072,504671,North Carolina,0.1289,5-8 years,"2023-24, North Carolina: 5-8 years"
2023-24,OCT,1686217,9124576,Ohio,0.1848,18+ years,"2023-24, Ohio: 18+ years"
2024-25,AUG,4777,2072888.5,Michigan,0.0023,6 months to 17 years,"2024-25, Michigan: 6 months to 17 years"
2024-25,OCT,39020,201301,Delaware,0.1938,50-64 years,"2024-25, Delaware: 50-64 years"
2022-23,APR,2129644,6021010.5,Maryland,0.3537,Overall,"2022-23, Maryland: Overall"
2022-23,JAN,206534,873539,Louisiana,0.2364,50-64 years,"2022-23, Louisiana: 50-64 years"
2022-23,JAN,,,Virginia,,6-23 months,"2022-23, Virginia: 6-23 months"
2022-23,JUN,324133,1321503,Arizona,0.2453,50-64 years,"2022-23, Arizona: 50-64 years"
2023-24,APR,0,547437,Georgia,0,5-8 years,"2023-24, Georgia: 5-8 years"
2023-24,AUG,1613,564552,Arkansas,0.0029,50-64 years,"2023-24, Arkansas: 50-64 years"
2023-24,FEB,12562,136345,Puerto Rico,0.0921,9-12 years,"2023-24, Puerto Rico: 9-12 years"
2023-24,JUL,0,21113,Wyoming,0,2-4 years,"2023-24, Wyoming: 2-4 years"
2024-25,JUL,,,Nebraska,,18+ years,"2024-25, Nebraska: 18+ years"
2022-23,MAR,,,Houston,,6 months to 17 years,"2022-23, Houston: 6 months to 17 years"
2022-23,MAY,1058,6738,Marshall Islands,0.157,5-8 years,"2022-23, Marshall Islands: 5-8 years"
2023-24,APR,76129,198442,Colorado,0.3836,2-4 years,"2023-24, Colorado: 2-4 years"
2023-24,AUG,8315,1286583,Puerto Rico,0.0065,18-49 years,"2023-24, Puerto Rico: 18-49 years"
2023-24,AUG,424,205956,Utah,0.0021,5-8 years,"2023-24, Utah: 5-8 years"
2023-24,DEC,244579,1278429,Iowa,0.1913,18-49 years,"2023-24, Iowa: 18-49 years"
2024-25,DEC,2076381,7650371.5,Washington,0.2714,Overall,"2024-25, Washington: Overall"
2024-25,OCT,33558,366688,Arizona,0.0915,5-8 years,"2024-25, Arizona: 5-8 years"
2024-25,SEP,461559,4557684,Colorado,0.1013,18+ years,"2024-25, Colorado: 18+ years"
2023-24,FEB,2107,3546,American Samoa,0.5942,9-12 years,"2023-24, American Samoa: 9-12 years"
2023-24,FEB,152326,514913,New York State,0.2958,9-12 years,"2023-24, New York (excluding New York City): 9-12 years"
2023-24,MAR,98136,461203,New Mexico,0.2128,6 months to 17 years,"2023-24, New Mexico: 6 months to 17 years"
2023-24,MAY,,,Nebraska,,18-49 years,"2023-24, Nebraska: 18-49 years"
2024-25,AUG,59714,11627059,Ohio,0.0051,Overall,"2024-25, Ohio: Overall"
2024-25,DEC,1663,12020,N. Mariana Islands,0.1384,50-64 years,"2024-25, N. Mariana Islands: 50-64 years"
2022-23,MAR,5340,47529,Marshall Islands,0.1124,18+ years,"2022-23, Marshall Islands: 18+ years"
2023-24,FEB,49091,260352,Arizona,0.1886,2-4 years,"2023-24, Arizona: 2-4 years"
